Name,Brand,Color,Fuel,Gearbox,Year,Km,Fuel_consumption,Co2_emission,Doors,Price
Citroën C4 Cactus,Citroën,Blanc Perle,Essence,Manuelle,2019,46017,4.6,106,5,14 299
Opel Grandland X,Opel,Bleu Topaze,Diesel,Manuelle,2021,60832,4.1,138,5,19 999
Toyota RAV 4,Toyota,Gris Argent,Hybride essence,Automatique,2021,55318,N/A,127,5,29 999
Dacia JOGGER,Dacia,Gris Comète,GPL,Manuelle,2022,17157,7.6,119,5,19 999
Audi Q3 Sportback,Audi,Blanc Ibis,Essence,Manuelle,2020,56539,6.4,148,5,29 999
Volkswagen Touran,Volkswagen,Deep black (schwarz),Diesel,Automatique,2022,20590,5.6,143,5,32 599
Peugeot 108,Peugeot,Noir Caldera,Essence,Manuelle,2021,19749,4.8,111,5,12 499
Renault Clio 5,Renault,Gris Platine,Essence,Manuelle,2020,52147,5,118,5,14 799
Renault Scénic 4,Renault,Gris Platine,Diesel,Manuelle,2018,57927,4.8,127,5,15 999
Ford Focus,Ford,Gris Magnetic,Essence,Automatique,2019,25922,6,127,5,20 799
Renault Kadjar,Renault,Gris Highland,Diesel,Manuelle,2019,79674,4.9,112,5,15 999
Mercedes Classe A,Mercedes,,Essence,Manuelle,2020,27732,,,,26 199
Volkswagen Polo,Volkswagen,Reflet d'Argent,Essence,Manuelle,2020,29906,5.5,125,5,16 399
Mini Mini,Mini,Pepper White,Essence,Automatique,2019,34012,4.9,117,3,20 117
Jeep Renegade,Jeep,,Diesel,Automatique,2019,54823,,,,19 599
Mercedes GLA,Mercedes,Noir,Hybride essence rechargeable,Auto...,2022,21295,1.3,32,5,43 999
Citroën C4 SPACETOURER,Citroën,Gris Platinium,Diesel,Automatique,2020,54910,N/A,133,5,19 499
Peugeot 208,Peugeot,Bleu Virtuel,Essence,Manuelle,2015,124961,4.5,104,3,9 999
Volkswagen Golf 8,Volkswagen,Blanc Pur,Hybride essence rechargeable,Auto...,2021,26391,0.9,21,5,24 399
Peugeot 508,Peugeot,Blanc Nacré,Hybride essence rechargeable,Auto...,2021,44940,6.5,33,5,28 499
Volkswagen T-Roc,Volkswagen,,Essence,Manuelle,2022,17186,,,,22 799
Citroën C3,Citroën,Blanc Banquise,Essence,Manuelle,2017,87444,4.6,103,5,11 799
Volkswagen T-Cross,Volkswagen,,Essence,Automatique,2022,27289,,,,21 999
Opel Astra,Opel,Red,Essence,Manuelle,2023,20095,5.6,123,5,21 599
Toyota RAV 4,Toyota,Gris Atlas,Hybride essence,Automatique,2022,3650,5,131,5,42 999
DS DS3 CROSSBACK,DS,Noir Perla Nera,Essence,Automatique,2020,58218,5,114,5,23 499
Peugeot 308,Peugeot,Gris Platinium,Essence,Manuelle,2018,77723,4.7,113,5,12 999
Citroën C3 Aircross,Citroën,Natural White,Essence,Manuelle,2019,79222,4.8,106,5,12 599
Renault Grand Scenic 4,Renault,,Essence,Manuelle,2022,23603,,,,24 899
Renault Talisman,Renault,Gris Platine,Diesel,Automatique,2017,86231,4.5,118,4,16 299
Citroën Grand C4 Spacetourer,Citroën,BEIGE SABLE,Essence,Automatique,2021,50935,6.6,153,5,26 399
Renault Twingo 3,Renault,Blanc Cristal,Essence,Manuelle,2019,24718,5,125,5,10 999
Peugeot 208,Peugeot,Gris Shark,Essence,Manuelle,2016,80630,4.5,104,5,9 999
Dacia Duster,Dacia,Noir Nacre,Diesel,Manuelle,2018,83661,4,115,5,15 499
Skoda Kamiq,Skoda,White,Essence,Automatique,2023,13915,6,133,5,24 073
Citroën C4,Citroën,Gris Platinium,Essence,Manuelle,2016,68166,4.8,112,5,11 499
Peugeot 108,Peugeot,,Essence,Manuelle,2017,75594,,,,9 499
Volkswagen Tiguan,Volkswagen,Delfingrau,Essence,Manuelle,2022,20417,6.7,150,5,29 299
Citroën C4 Cactus,Citroën,Rouge Aden,Essence,Manuelle,2018,35000,4.6,110,5,13 999
Audi Q2,Audi,Gris Daytona,Essence,Automatique,2022,33581,6,148,5,30 499
Ford Fiesta,Ford,Bleu Azur,Essence,Manuelle,2020,64515,6.1,117,5,13 599
Ford Kuga,Ford,,Essence,Manuelle,2022,10,,,,29 499
Skoda Karoq,Skoda,GREY,Essence,Manuelle,2022,39015,6.5,140,5,27 699
Nissan Juke,Nissan,Rouge Magnétique,Essence,Manuelle,2018,56321,5.7,128,5,14 499
DS DS3,DS,Blanc Banquise/Noir Onyx,Essence,Manuelle,2017,39842,4.3,100,3,12 999
Toyota C-HR,Toyota,Noir Intense,Hybride essence,Automatique,2018,50273,5.9,86,5,20 999
Peugeot 3008,Peugeot,Gris Artense,Essence,Manuelle,2017,72907,5.2,117,5,16 799
DS DS4,DS,Gris Platinium,Essence,Automatique,2023,8370,5.1,136,5,31 499
Volkswagen Golf 7,Volkswagen,Blanc Pur,Diesel,Automatique,2019,101109,4,102,5,16 999
Kia Xceed,Kia,,Hybride essence rechargeable,Auto...,2022,45990,,,,30 299
Renault Scénic 4,Renault,Noir Etoile,Essence,Manuelle,2019,34715,6.7,136,5,19 499
Renault Zoé,Renault,,Electrique,Automatique,2020,32296,0.0,0,,10 699
Suzuki VITARA,Suzuki,Cool white pearl,Essence,Manuelle,2019,63273,5.7,131,5,17 499
Renault Mégane 4,Renault,Noir Etoile,Essence,Manuelle,2017,82045,5.3,119,5,13 699
Nissan Qashqai,Nissan,Gris Squale,Diesel,Manuelle,2018,51817,4.4,99,5,17 499
Kia Sportage,Kia,,Hybride essence,Automatique,2022,20310,,,,37 499
Opel Corsa,Opel,Blanc Arktis,Essence,Manuelle,2022,6020,5.1,114,5,16 499
Mercedes GLA,Mercedes,Noir Cosmos,Hybride essence rechargeable,Auto...,2020,33471,1,31,5,36 999
Volkswagen T-Roc,Volkswagen,,Essence,Automatique,2018,56915,,,,22 499
Dacia JOGGER,Dacia,Blanc Glacier,GPL,Manuelle,2023,2805,7.6,118,5,21 499
Fiat 500X,Fiat,Gris Moda,Essence,Manuelle,2019,46578,6.1,139,5,16 499
Toyota RAV 4,Toyota,Gris Atlas,Hybride essence,Automatique,2022,46551,N/A,126,5,30 999
Audi Q3 Sportback,Audi,Gris Daytona,Hybride essence,Automatique,2022,28060,6.5,148,5,39 699
Renault Mégane 4 Estate,Renault,Bleu Iron,Diesel,Manuelle,2021,50332,5.9,123,5,19 499
Mercedes Classe B,Mercedes,Gris Montagne,Diesel,Automatique,2020,41580,4.5,120,5,23 999
Renault Clio 5,Renault,,Essence,Manuelle,2021,38877,,,,14 899
Mercedes Classe A,Mercedes,,Essence,Automatique,2020,38180,,,,26 399
BMW Série 1,BMW,Schwarz,Essence,Automatique,2021,19900,5.7,131,5,30 999
Citroën C4 Cactus,Citroën,Blanc Perle,Essence,Automatique,2018,74531,5.3,119,5,14 999
Opel Astra,Opel,Bleu Vertigo,Diesel,Automatique,2022,14833,4.9,117,5,24 999
Mercedes Classe B,Mercedes,Bleu Denim,Diesel,Automatique,2019,34744,4,116,5,26 999
Nissan Juke,Nissan,Gris,Essence,Automatique,2019,53072,6,150,5,15 999
Opel Mokka,Opel,Vert Signal,Electrique,Automatique,2021,14030,0.0,0,5,23 499
Renault Mégane 4 Estate,Renault,Gris Highland,Hybride essence rechargeable,Auto...,2022,27901,1.2,28,5,20 499
Volkswagen Tiguan,Volkswagen,,Diesel,Automatique,2021,36912,,,,30 999
Ford PUMA,Ford,Gris Magnetic,Hybride essence,Manuelle,2021,30551,5.3,127,5,20 499
Renault Captur,Renault,Bleu Ocean,Essence,Manuelle,2019,52216,5.4,123,5,13 299
Mercedes Classe B,Mercedes,Blanc Calcite,Diesel,Automatique,2012,115656,4.5,121,5,14 499
Volkswagen Golf 8,Volkswagen,Bleu Atlantique,Hybride essence,Automatique,2020,61833,5,134,5,24 299
Citroën C4 SPACETOURER,Citroën,Gris Acier,Diesel,Automatique,2020,59953,4,98,5,19 999
Jeep Renegade,Jeep,Omaha Orange,Essence,Manuelle,2022,12448,5.7,151,5,21 199
Opel Grandland X,Opel,GRIGIO,Diesel,Automatique,2019,57318,4.4,108,5,20 999
DS DS4,DS,Rouge Velvet (N),Essence,Automatique,2022,16382,6.6,147,5,32 199
Audi A1 Sportback,Audi,Rouge Misano Nacré/noir Mythe Métallisé,Essence,Manuelle,2023,12749,5,125,5,23 499
Volkswagen T-Roc,Volkswagen,Blanc Pur,Diesel,Manuelle,2021,69202,4,124,5,22 999
Renault Twingo 3,Renault,Gris Lunaire,Essence,Manuelle,2017,49147,4.3,99,5,11 299
Peugeot 308 SW,Peugeot,Noir Perla Nera,Diesel,Automatique,2020,121196,3.6,94,5,14 999
DS DS7 CROSSBACK,DS,Noir Perla Nera,Hybride essence rechargeable,Auto...,2021,9590,1.5,35,5,45 999
Volkswagen T-CROSS,Volkswagen,Reflet d'Argent,Essence,Automatique,2022,18391,6,141,5,22 499
Dacia Duster,Dacia,Orange Atacama,Diesel,Manuelle,2020,97452,4.9,108,5,15 499
Skoda Kamiq,Skoda,White,Essence,Manuelle,2023,4676,5.7,125,5,23 999
Audi A3 Sportback,Audi,Gris Manhattan,Hybride essence,Automatique,2023,11975,5,128,5,28 499
Peugeot 3008,Peugeot,Blanc Banquise,Essence,Manuelle,2018,84775,5.2,117,5,17 299
Peugeot 108,Peugeot,Gris Carlinite,Essence,Manuelle,2020,24945,4.8,110,5,12 799
Renault Grand Scenic 4,Renault,,Essence,Automatique,2021,37041,,,,27 199
Dacia Sandero,Dacia,Blanc Glacier,Essence,Manuelle,2018,91330,6,125,5,11 999
Citroën C3 Aircross,Citroën,,Diesel,Manuelle,2021,95552,,,,12 499
Citroën C4 Picasso,Citroën,Gris Acier,Essence,Automatique,2017,71710,5.1,115,5,15 999
Nissan Juke,Nissan,Rouge Magnétique,Essence,Automatique,2017,28652,6,139,5,16 999
Dacia Sandero,Dacia,Brun Vison,Essence,Manuelle,2018,86370,5.1,115,5,11 499
Jeep Compass,Jeep,Gris,Diesel,Manuelle,2018,87300,5.2,138,5,18 499
Hyundai Tucson,Hyundai,,Hybride essence,Automatique,2021,48472,,,,29 999
DS DS3,DS,Blanc Nacré/Brun Topaze,Essence,Manuelle,2017,69490,4.5,105,3,11 999
Renault Zoé,Renault,,Electrique,Automatique,2020,41052,0.0,0,,10 799
Audi Q3,Audi,Blanc Glacier,Essence,Automatique,2022,10635,6.5,158,5,34 299
Renault Kadjar,Renault,Gris Highland,Essence,Automatique,2019,96800,6.2,133,5,15 999
Seat Ateca,Seat,Nevada weiß,Diesel,Automatique,2023,17930,5.1,129,5,33 799
Ford Fiesta,Ford,Gris Lunaire,Essence,Manuelle,2019,52569,4.7,109,5,14 499
Renault Austral,Renault,Blanc Nacré / Toit Noir Etoilé,Hybride essence,Automatique,2023,587,6,141,5,34 999
Citroën C3,Citroën,,Essence,Manuelle,2018,34170,,,,11 999
Mercedes GLA,Mercedes,Argent Iridium,Hybride essence rechargeable,Auto...,2022,16810,1,31,5,38 999
DS DS3 CROSSBACK,DS,Cristal Pearl,Electrique,Automatique,2020,23764,0.0,0,5,23 999
Fiat 500X,Fiat,Noir Cinema,Essence,Manuelle,2019,44170,6.1,139,5,17 499
Kia Xceed,Kia,Rouge Rubis,Hybride essence rechargeable,Auto...,2020,51835,1.7,38,5,23 099
Renault Twingo 3,Renault,,Essence,Manuelle,2020,46013,,,,11 099
Renault Kadjar,Renault,Gris Highland,Essence,Manuelle,2019,46025,5.7,130,5,16 499
Mercedes Classe A,Mercedes,Argent Mojave,Essence,Automatique,2019,55072,5.2,139,5,26 499
Renault Captur,Renault,Gris Platine / Noir Etoile,Essence,Automatique,2015,49981,5.4,125,5,13 699
Opel Corsa,Opel,Noir,Essence,Automatique,2022,38043,5.4,122,5,17 199
Hyundai Kona,Hyundai,Cyber Grey,Hybride essence,Manuelle,2021,30059,5.7,136,5,18 999
Opel Mokka,Opel,Gris Kontrast,Electrique,Automatique,2022,9255,0.0,0,5,25 999
Dacia Sandero,Dacia,Gris Comète,Essence,Manuelle,2017,82503,5.1,115,5,11 499
Citroën C5 X,Citroën,Noir Perla Nera,Hybride essence rechargeable,Auto...,2022,38665,1.3,30,5,28 999
Fiat 500X,Fiat,Rosso,Essence,Manuelle,2020,37342,6.9,133,5,17 644
Volkswagen Polo,Volkswagen,Reef blue (blau),Essence,Automatique,2022,28835,6,131,4,22 687
Audi Q3,Audi,Blanc Ibis,Essence,Automatique,2022,5965,6.4,147,5,33 999
Dacia Duster,Dacia,Gris Comète,Essence,Manuelle,2019,61825,6.5,138,5,15 999
Jeep Renegade,Jeep,Graphite Gray,Essence,Manuelle,2022,21813,6.4,146,5,21 799
Volkswagen T-Roc,Volkswagen,Ravenna Blue Metallic,Essence,Manuelle,2022,19261,6.6,135,5,23 499
Opel Grandland X,Opel,Blanc Jade,Diesel,Manuelle,2021,10943,4.9,137,5,22 499
Suzuki Vitara,Suzuki,Ice Grayish Blue / Toit Cosmic Black,Hybride essence,Manuelle,2022,10,4.6,120,5,22 799
Volkswagen T-Cross,Volkswagen,Grau Metallic,Essence,Automatique,2022,39741,6.6,142,5,22 699
Renault Zoé,Renault,,Electrique,Automatique,2019,76228,0.0,0,,10 999
Audi A3 Sportback,Audi,Gris Manhattan,Diesel,Automatique,2022,14014,4,124,5,28 999
Renault Mégane 4 Estate,Renault,Gris Titanium,Diesel,Manuelle,2019,113534,3,102,5,11 999
Skoda Kamiq,Skoda,Black,Essence,Manuelle,2023,24912,5.7,124,5,24 999
Citroën C3,Citroën,,Essence,Manuelle,2019,46490,,,,11 999
Opel Astra,Opel,Black,Diesel,Automatique,2023,24260,5,129,5,25 099
Renault Grand Scenic 4,Renault,,Essence,Automatique,2022,22330,,,,27 799
Skoda Fabia,Skoda,Rouge Corrida / Toit noir,Essence,Manuelle,2019,77365,4.5,100,5,12 599
Audi Q2,Audi,Noir Mythic,Essence,Automatique,2023,13855,6.1,138,5,30 699
BMW Série 1,BMW,Skyscraper Grau,Essence,Automatique,2023,7034,5.7,131,5,29 999
Peugeot 5008,Peugeot,Bleu Bourrasque,Essence,Manuelle,2019,94327,5.1,118,5,19 499
DS DS4,DS,Red,Essence,Automatique,2022,13956,6.8,150,5,33 699
Ford Fiesta,Ford,Bleu Azur,Essence,Automatique,2021,8070,4.6,128,5,17 999
Renault Clio 5,Renault,Orange Valencia,Essence,Manuelle,2020,30647,5.2,117,5,14 799
Renault Austral,Renault,Blanc Nacré / Toit Noir Etoilé,Hybride essence,Automatique,2023,180,6.2,142,5,36 999
Mercedes GLA,Mercedes,Argent Iridium,Hybride essence rechargeable,Auto...,2022,72731,1,31,5,38 999
Peugeot 408,Peugeot,Noir Perla Nera,Hybride essence rechargeable,Auto...,2023,12630,1.2,26,5,42 999
Ford PUMA,Ford,Rouge Fantastic,Essence,Automatique,2021,41846,4.9,138,5,19 999
Peugeot 508 SW,Peugeot,Noir Perla Nera,Diesel,Automatique,2020,44990,4.7,130,5,24 999
Skoda Karoq,Skoda,White,Diesel,Automatique,2021,24589,5.9,154,5,34 999
Volkswagen Golf 7,Volkswagen,Gris Tungsten,Diesel,Manuelle,2020,95784,4.1,100,5,17 199
DS DS3 CROSSBACK,DS,Bleu Millenium/noir Onyx,Electrique,Automatique,2022,14452,0.0,0,5,26 499
Mini Mini,Mini,White Silver Met,Electrique,Automatique,2020,41221,0.0,0,3,21 999
Renault Clio 5,Renault,Bleu Iron,Essence,Manuelle,2023,16452,5.1,115,5,15 499
Mercedes Classe A,Mercedes,Rouge,Essence,Automatique,2017,49481,6.6,154,5,27 499
Mini Mini,Mini,White Silver Met,Electrique,Automatique,2021,33961,0.0,0,3,21 099
Citroën C3 Aircross,Citroën,Natural White,Diesel,Manuelle,2020,84773,N/A,122,5,13 499
DS DS3,DS,Bleu Encre - Pavillon Noir Onyx,Essence,Automatique,2015,77760,4.7,108,3,12 890
BMW Série 1,BMW,Noir Sapphire,Diesel,Automatique,2017,111121,4,105,5,17 499
Peugeot 308,Peugeot,Blanc Banquise,Essence,Manuelle,2016,52163,4.5,107,5,13 299
Peugeot 308,Peugeot,Gris Artense,Essence,Manuelle,2017,102905,4.6,107,5,13 499
Renault Captur,Renault,Gris Platine /Toit Noir Etoile,Diesel,Manuelle,2016,76038,3.6,95,5,13 499
Fiat 500,Fiat,Bossanova White,Hybride essence,Manuelle,2020,60769,5.3,120,3,12 999
Audi Q3,Audi,Gris Chronos,Hybride essence,Automatique,2022,38019,6.4,160,5,37 999
Opel Corsa,Opel,Rouge Piment,Essence,Automatique,2022,3706,5,124,5,19 599
Nissan Juke,Nissan,Noir Métallisé,Essence,Manuelle,2020,39902,5,135,5,17 499
Ford Puma,Ford,Gris,Essence,Automatique,2021,49192,4.3,139,5,21 099
Volkswagen Golf 8,Volkswagen,Bleu Atlantique,Diesel,Manuelle,2021,20585,4,130,5,24 599
Audi A1 Sportback,Audi,Gris Chronos Métallisé/Noir Mythe Métallisé,Essence,Manuelle,2023,12575,5,125,5,23 999
Volkswagen T-Roc,Volkswagen,Kings Red Metallic,Essence,Manuelle,2022,15110,6.6,135,5,23 499
Peugeot 308 SW,Peugeot,Gris Platinium,Essence,Automatique,2018,72767,4.6,117,5,15 299
Volkswagen T-CROSS,Volkswagen,Noir Intense,Essence,Automatique,2022,15549,6,141,5,22 699
Skoda Kamiq,Skoda,Rouge,Essence,Manuelle,2022,18150,5.7,133,5,25 499
Renault Grand Scénic 4,Renault,Gris Platine / Toit Noir,Essence,Manuelle,2023,13135,6,149,5,27 899
Renault Mégane 4,Renault,Gris Titanium,Diesel,Automatique,2020,98981,4.1,129,5,14 999
DS DS3 CROSSBACK,DS,Gris Artense,Electrique,Automatique,2021,17112,0.0,0,5,23 999
Renault Scénic 4,Renault,Blanc Nacré / Toit Noir,Essence,Automatique,2021,31000,6.5,150,5,25 299
Nissan Juke,Nissan,Blanc Lunaire,Essence,Automatique,2021,14552,4.9,139,5,21 999
BMW Série 1,BMW,Black Sapphire,Essence,Automatique,2023,8247,5,131,5,29 999
Hyundai Tucson,Hyundai,Argent metallique,Essence,Manuelle,2023,6984,6.6,151,5,30 699
Audi Q2,Audi,Noir Mythic,Essence,Automatique,2023,6805,6.1,138,5,31 399
Volkswagen Tiguan,Volkswagen,Oryxweiß,Diesel,Automatique,2021,43610,22 513.5,151,5,33 599
Peugeot 308,Peugeot,Noir Perla Nera,Essence,Manuelle,2019,60210,4.6,108,5,13 799
Peugeot 5008,Peugeot,Bianco,Diesel,Automatique,2018,63487,4,102,5,22 499
Ford Fiesta,Ford,Blanc Glacier,Essence,Manuelle,2019,52475,4.9,105,5,13 999
Audi Q3,Audi,Gris Daytona,Hybride essence,Automatique,2022,15410,6.4,149,5,38 999
Renault Kadjar,Renault,Gris Titanium,Essence,Manuelle,2017,63720,6.2,139,5,15 999
DS DS7 Crossback,DS,AZUL ENCRE,Hybride essence rechargeable,Auto...,2023,19018,1.5,47,5,47 499
Citroën C4,Citroën,Gris Artense,Essence,Automatique,2017,85975,4.9,113,5,11 499
Volkswagen Golf 8,Volkswagen,Blanc Pur,Hybride essence rechargeable,Auto...,2020,21047,1.2,26,5,24 499
Opel Grandland X,Opel,Schwarz Metallic,Essence,Manuelle,2021,71444,5.2,140,5,17 999
Citroën C4 Cactus,Citroën,,Essence,Automatique,2019,81500,,,,15 699
Ford Kuga,Ford,Gris Solar,Hybride essence rechargeable,Auto...,2022,17917,1,23,5,29 799
Mercedes Classe A,Mercedes,Argent Iridium,Essence,Automatique,2018,66406,5.2,119,5,27 999
Peugeot 408,Peugeot,Gris Titane,Hybride essence rechargeable,Auto...,2023,3721,1,26,5,43 499
Volkswagen Golf 7,Volkswagen,Blanc Oryx,Hybride essence rechargeable,Auto...,2015,104100,1.5,39,5,17 499
Renault Captur,Renault,Orange Atacama / Toit Noir Etoilé,Essence,Manuelle,2020,49397,5.5,125,5,13 299
Renault Clio 5,Renault,Gris Platine,Diesel,Manuelle,2020,40002,4.2,110,5,15 299
Renault Mégane 4,Renault,Gris Highland,Diesel,Manuelle,2021,42753,4.5,120,5,16 199
Peugeot 208,Peugeot,Dark Blue,Essence,Manuelle,2016,85963,4,104,5,10 499
DS DS3 CROSSBACK,DS,Gris Platinium,Electrique,Automatique,2021,25,0.0,0,5,28 999
Renault Kadjar,Renault,Beige,Essence,Manuelle,2018,43914,4.9,126,5,17 099
Citroën C4 Cactus,Citroën,Gris Platinium,Essence,Automatique,2020,72474,4,138,5,16 999
Toyota C-HR,Toyota,Blanc Pur,Hybride essence,Automatique,2019,73327,3,86,5,20 999
Dacia Sandero,Dacia,Bleu Azurite,Diesel,Manuelle,2018,90972,3.8,98,5,11 999
Nissan Qashqai,Nissan,,Essence,Manuelle,2019,66905,,,,18 499
Dacia Duster,Dacia,Noir Nacre,Diesel,Manuelle,2019,95390,4.9,110,5,15 999
Volkswagen Golf 8,Volkswagen,Blanc Pur,Hybride essence rechargeable,Auto...,2021,13447,1.1,26,5,25 399
Peugeot 5008,Peugeot,Gris Amazonite,Diesel,Automatique,2019,94940,4,102,5,23 499
Mini Mini,Mini,Noir Metallique,Electrique,Automatique,2020,46686,0.0,0,3,21 999
Audi A1 Sportback,Audi,Gris Chronos Métallisé/Noir Mythe Métallisé,Essence,Manuelle,2023,11655,5,125,5,23 999
Peugeot 308 SW,Peugeot,Gris Platinium,Essence,Manuelle,2020,54772,4.6,100,5,16 999
Jeep Renegade,Jeep,Colorado Red,Essence,Automatique,2022,12399,5.6,147,5,23 199
Fiat 500,Fiat,Blanc Bossanova,Essence,Manuelle,2020,11891,5.1,109,3,13 799
Mini Mini,Mini,Thunder Grey,Essence,Automatique,2019,100185,6,137,3,21 999
Volkswagen T-CROSS,Volkswagen,Reef Blue,Essence,Automatique,2022,13109,6,141,5,22 999
Volkswagen T-Roc,Volkswagen,Gris indium/ toit noir,Essence,Manuelle,2022,9017,6,135,5,25 999
Dacia Duster,Dacia,Bleu Cosmos,Diesel,Manuelle,2018,51800,4.9,115,5,15 999
Skoda Kamiq,Skoda,Black,Essence,Manuelle,2022,20836,5.7,124,5,25 499
Audi A3 Sportback,Audi,Noir Mythic,Hybride essence,Automatique,2022,16576,5,132,5,30 699
Ford Fiesta,Ford,Bleu Azur,Hybride essence,Manuelle,2021,30575,5.1,116,5,16 799
Renault Zoé,Renault,Bleu Foudre,Electrique,Automatique,2019,27630,0.0,0,5,11 499
Renault Grand Scenic 4,Renault,,Essence,Automatique,2022,32700,,,,29 199
BMW Série 1,BMW,Grau Ciel Metallisé,Essence,Automatique,2022,19050,5.7,132,5,29 999
Citroën C4 Picasso,Citroën,Blanc Banquise,Diesel,Manuelle,2018,54159,3.8,100,5,16 499
Opel Astra,Opel,,Hybride essence rechargeable,Auto...,2022,1102,,,,28 499
Volkswagen Golf 7,Volkswagen,Cranberry Red,Essence,Manuelle,2020,48910,5,108,5,17 999
Renault Zoé,Renault,Blanc Glacier,Electrique,Automatique,2020,26131,0.0,0,5,11 999
DS DS4,DS,Noir Perla,Essence,Automatique,2022,23490,6.8,150,5,35 099
Citroën C3 Aircross,Citroën,Summit White,Diesel,Manuelle,2017,105541,4.1,107,5,13 599
Citroën C4 Picasso,Citroën,Gris Platinium,Essence,Manuelle,2018,58040,5.1,116,5,16 499
Cupra Leon,Cupra,Blanc,Hybride essence rechargeable,Auto...,2021,32139,1.3,30,5,25 599
Volkswagen Golf 7,Volkswagen,Gris Carbon,Hybride essence rechargeable,Auto...,2015,116520,1.5,35,5,16 999
Citroën C3,Citroën,Gris Platinium / Toit Rouge,Essence,Manuelle,2020,66758,4,132,5,12 999
Renault Clio 5,Renault,Gris Schiste,Essence,Manuelle,2023,13298,5,115,5,15 499
Citroën C3 Aircross,Citroën,Natural White,Essence,Manuelle,2019,88560,4,106,5,13 799
DS DS4,DS,Gris Platinium,Diesel,Manuelle,2017,66528,3.9,100,5,14 999
Peugeot 5008,Peugeot,Noir Perla Nera,Essence,Automatique,2020,58300,6,118,5,23 799
Renault Twingo 3,Renault,Noir Etoile,Essence,Manuelle,2021,31160,5,117,5,11 499
Renault Mégane 4,Renault,Gris Highland,Essence,Manuelle,2022,35900,5.5,125,5,16 699
Fiat 500,Fiat,Bossanova White,Hybride essence,Manuelle,2021,31630,N/A,114,3,13 499
Toyota C-HR,Toyota,Gris Célestine,Hybride essence,Automatique,2020,46995,4.9,109,5,21 999
Peugeot 308,Peugeot,Blanc Nacré,Essence,Automatique,2017,102292,4.9,112,5,14 499
Peugeot 3008,Peugeot,Blanc Banquise,Essence,Manuelle,2018,62460,5,117,5,17 999
Dacia Sandero,Dacia,Bleu Azurite,Essence,Manuelle,2019,63716,6,125,5,11 999
Peugeot 308 SW,Peugeot,,Essence,Automatique,2023,9469,,,,28 199
Nissan Juke,Nissan,Gris Perle,Essence,Automatique,2022,31045,4,138,5,20 699
Audi A1 Sportback,Audi,Blanc Glacier Métallisé/noir Mythe Métallisé,Essence,Manuelle,2023,9339,5,125,5,23 999
BMW Série 1,BMW,Mineralgrau,Essence,Automatique,2016,136265,6.5,151,5,18 199
Volkswagen Golf 8,Volkswagen,Blanc Pur,Hybride essence rechargeable,Auto...,2021,11786,1.1,26,5,26 399
Nissan Qashqai,Nissan,,Diesel,Manuelle,2020,58992,,,,18 499
Volkswagen T-Roc,Volkswagen,Gris Indium,Essence,Manuelle,2022,8440,6,142,5,26 119
Peugeot 208,Peugeot,Gris Artense,Essence,Manuelle,2019,45896,5.3,105,5,10 799
Fiat 500,Fiat,,Hybride essence,Manuelle,2021,32209,,,,13 999
Mercedes Classe A,Mercedes,Blanc digital,Essence,Automatique,2022,18540,5,137,5,30 339
Renault Zoé,Renault,Gris Highland,Electrique,Automatique,2019,26894,0.0,0,5,11 399
Jeep Renegade,Jeep,,Essence,Manuelle,2023,2,,,,25 799
Skoda Kamiq,Skoda,Gris,Essence,Manuelle,2022,7400,5.7,133,5,26 599
Citroën C3,Citroën,Sable,Essence,Manuelle,2019,54355,4.8,108,5,12 699
Volkswagen Polo,Volkswagen,Kings red metallic (rot),Essence,Automatique,2023,10,7,146,5,32 199
Audi A3 Sportback,Audi,Gris Daytona,Diesel,Automatique,2022,18290,4,126,5,31 899
DS DS3 CROSSBACK,DS,Gris Artense,Electrique,Automatique,2022,7330,0.0,0,5,29 999
